Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Promotion Used,Days Between Purchases,Frequency Engagement,Subscription Flag,Previous Purchases Norm,Frequency Engagement Norm,Review Rating Norm,Loyalty Score,Customer Loyalty Type,Purchase Amount Norm,Customer Value Score,Customer Value Tier,Ideal Customer,Age Group,Promo Flag
94,37,Male,Sweater,Clothing,62,Florida,M,Purple,Fall,4.5,Yes,Standard,Yes,46,Credit Card,Weekly,1,7,0.14285714285714285,1,0.9183673469387754,1.0,0.8,0.9291836734693877,Champion,0.525,0.6200000000000001,Medium Value,Other Customer,36-45,1
95,58,Male,Skirt,Clothing,76,Nevada,S,Silver,Spring,4.6,Yes,Free Shipping,Yes,28,Credit Card,Weekly,1,7,0.14285714285714285,1,0.5510204081632653,1.0,0.8399999999999999,0.7515102040816326,Champion,0.7000000000000001,0.76,High Value,Ideal Customer,56-65,1
96,37,Male,Sneakers,Footwear,100,Missouri,L,Pink,Fall,3.8,Yes,Free Shipping,Yes,48,PayPal,Monthly,1,30,0.03333333333333333,1,0.9591836734693877,0.21834264432029793,0.52,0.7121774978147682,Champion,1.0,1.0,High Value,Ideal Customer,36-45,1
98,21,Male,Shoes,Footwear,92,Virginia,M,Teal,Winter,4.8,Yes,Store Pickup,Yes,37,Cash,Annually,1,365,0.0027397260273972603,1,0.7346938775510203,0.0,0.9199999999999999,0.6053469387755102,Champion,0.9000000000000001,0.9200000000000002,High Value,Ideal Customer,18-25,1
99,20,Male,Jeans,Clothing,67,New York,XL,Teal,Spring,2.6,Yes,Next Day Air,Yes,20,Bank Transfer,Annually,1,365,0.0027397260273972603,1,0.38775510204081626,0.0,0.040000000000000036,0.29987755102040814,Regular,0.5875,0.67,Medium Value,Other Customer,18-25,1
100,26,Male,Hoodie,Clothing,40,Missouri,XL,Indigo,Summer,3.7,Yes,Express,Yes,33,Debit Card,Quarterly,1,90,0.011111111111111112,1,0.6530612244897959,0.05974549968963377,0.4800000000000002,0.5134669871673064,Loyal,0.25,0.4,Medium Value,Other Customer,26-35,1
101,62,Male,Sunglasses,Accessories,98,South Dakota,M,Maroon,Fall,2.7,Yes,Express,Yes,31,Cash,Fortnightly,1,14,0.07142857142857142,1,0.6122448979591836,0.4902234636871508,0.08000000000000007,0.5406783149013795,Loyal,0.9750000000000001,0.9800000000000002,High Value,Other Customer,56-65,1
102,27,Male,Coat,Outerwear,85,North Dakota,XL,White,Spring,4.6,Yes,Express,Yes,50,Credit Card,Fortnightly,1,14,0.07142857142857142,1,1.0,0.4902234636871508,0.8399999999999999,0.8485558659217877,Champion,0.8125,0.8500000000000001,High Value,Ideal Customer,26-35,1
103,51,Male,Socks,Clothing,67,Oklahoma,L,Violet,Winter,4.8,Yes,Next Day Air,Yes,35,Credit Card,Quarterly,1,90,0.011111111111111112,1,0.693877551020408,0.05974549968963377,0.9199999999999999,0.5998751504326124,Champion,0.5875,0.67,Medium Value,Other Customer,46-55,1
104,54,Male,Boots,Footwear,89,West Virginia,L,Red,Winter,4.0,Yes,Next Day Air,Yes,22,Venmo,Fortnightly,1,14,0.07142857142857142,1,0.4285714285714285,0.4902234636871508,0.6000000000000001,0.5268415802075019,Loyal,0.8625,0.8900000000000001,High Value,Other Customer,46-55,1
105,55,Male,Sunglasses,Accessories,24,New Hampshire,L,Pink,Spring,4.4,Yes,2-Day Shipping,Yes,1,PayPal,Monthly,1,30,0.03333333333333333,1,0.0,0.21834264432029793,0.7600000000000002,0.26858566108007453,Regular,0.050000000000000044,0.24000000000000005,Low Value,Other Customer,46-55,1
106,69,Male,Backpack,Accessories,96,New York,M,Charcoal,Fall,3.6,Yes,Next Day Air,Yes,4,Bank Transfer,Annually,1,365,0.0027397260273972603,1,0.061224489795918366,0.0,0.44000000000000017,0.1966122448979592,At Risk,0.9500000000000002,0.9600000000000002,High Value,Other Customer,65+,1
107,64,Male,Jacket,Outerwear,35,Minnesota,L,White,Summer,3.7,Yes,Standard,Yes,31,Credit Card,Monthly,1,30,0.03333333333333333,1,0.6122448979591836,0.21834264432029793,0.4800000000000002,0.5327081100596663,Loyal,0.1875,0.35000000000000003,Low Value,Other Customer,56-65,1
108,28,Male,Sneakers,Footwear,67,Maryland,L,Olive,Winter,3.1,Yes,Next Day Air,Yes,46,PayPal,Fortnightly,1,14,0.07142857142857142,1,0.9183673469387754,0.4902234636871508,0.2400000000000002,0.7177395393911754,Champion,0.5875,0.67,Medium Value,Other Customer,26-35,1
109,70,Male,Socks,Clothing,79,Montana,L,Purple,Spring,3.4,Yes,Next Day Air,Yes,32,Bank Transfer,Fortnightly,1,14,0.07142857142857142,1,0.6326530612244897,0.4902234636871508,0.3600000000000001,0.5928823965340325,Champion,0.7375,0.79,High Value,Ideal Customer,65+,1
110,58,Male,T-shirt,Clothing,85,Alabama,M,Violet,Spring,2.6,Yes,Next Day Air,Yes,43,Bank Transfer,Fortnightly,1,14,0.07142857142857142,1,0.8571428571428571,0.4902234636871508,0.040000000000000036,0.6571272944932163,Champion,0.8125,0.8500000000000001,High Value,Ideal Customer,56-65,1
111,56,Male,Backpack,Accessories,26,New York,M,Black,Summer,4.0,Yes,Standard,Yes,26,Venmo,Fortnightly,1,14,0.07142857142857142,1,0.510204081632653,0.4902234636871508,0.6000000000000001,0.5676579067381142,Loyal,0.07500000000000001,0.26,Low Value,Other Customer,56-65,1
112,26,Male,Belt,Accessories,75,Massachusetts,L,Purple,Summer,5.0,Yes,Free Shipping,Yes,9,Credit Card,Annually,1,365,0.0027397260273972603,1,0.16326530612244897,0.0,1.0,0.33163265306122447,Regular,0.6875,0.75,High Value,Other Customer,26-35,1
113,37,Male,Gloves,Accessories,65,Florida,M,Red,Spring,4.3,Yes,Free Shipping,Yes,28,PayPal,Fortnightly,1,14,0.07142857142857142,1,0.5510204081632653,0.4902234636871508,0.72,0.6060660700034203,Champion,0.5625,0.65,Medium Value,Other Customer,36-45,1
114,44,Male,Hat,Accessories,54,New Jersey,L,Maroon,Winter,3.1,Yes,Next Day Air,Yes,20,PayPal,Quarterly,1,90,0.011111111111111112,1,0.38775510204081626,0.05974549968963377,0.2400000000000002,0.34481392594281657,Regular,0.42500000000000004,0.54,Medium Value,Other Customer,36-45,1
115,70,Male,Coat,Outerwear,95,Massachusetts,S,Blue,Summer,3.7,Yes,Store Pickup,Yes,9,Cash,Weekly,1,7,0.14285714285714285,1,0.16326530612244897,1.0,0.4800000000000002,0.5036326530612245,Loyal,0.9375,0.95,High Value,Other Customer,65+,1
116,53,Male,Skirt,Clothing,94,Wyoming,M,Gray,Spring,3.8,Yes,Standard,Yes,48,Debit Card,Quarterly,1,90,0.011111111111111112,1,0.9591836734693877,0.05974549968963377,0.52,0.6725282116571023,Champion,0.925,0.9400000000000002,High Value,Ideal Customer,46-55,1
117,55,Male,Shoes,Footwear,86,Virginia,S,Blue,Spring,3.4,Yes,Free Shipping,Yes,12,Venmo,Annually,1,365,0.0027397260273972603,1,0.22448979591836735,0.0,0.3600000000000001,0.2662448979591837,Regular,0.825,0.8600000000000001,High Value,Other Customer,46-55,1
118,50,Male,Sandals,Footwear,32,South Dakota,L,Yellow,Summer,4.6,Yes,Express,Yes,29,Cash,Fortnightly,1,14,0.07142857142857142,1,0.5714285714285714,0.4902234636871508,0.8399999999999999,0.6342701516360734,Champion,0.15000000000000002,0.32000000000000006,Low Value,Other Customer,46-55,1
119,50,Male,Sweater,Clothing,45,Kentucky,L,Orange,Fall,4.8,Yes,2-Day Shipping,Yes,27,Cash,Fortnightly,1,14,0.07142857142857142,1,0.5306122448979591,0.4902234636871508,0.9199999999999999,0.6258619883707672,Champion,0.3125,0.45,Medium Value,Other Customer,46-55,1
120,38,Male,Coat,Outerwear,76,Wyoming,M,Orange,Fall,4.3,Yes,Express,Yes,44,Cash,Annually,1,365,0.0027397260273972603,1,0.8775510204081631,0.0,0.72,0.6467755102040815,Champion,0.7000000000000001,0.76,High Value,Ideal Customer,36-45,1
121,64,Male,Hat,Accessories,84,West Virginia,L,Red,Summer,4.0,Yes,Express,Yes,32,Bank Transfer,Annually,1,365,0.0027397260273972603,1,0.6326530612244897,0.0,0.6000000000000001,0.5063265306122449,Loyal,0.8,0.8400000000000001,High Value,Other Customer,56-65,1
122,19,Male,Shorts,Clothing,72,Virginia,M,Olive,Winter,4.2,Yes,Standard,Yes,11,Cash,Fortnightly,1,14,0.07142857142857142,1,0.2040816326530612,0.4902234636871508,0.6800000000000002,0.42659668224831837,Regular,0.65,0.72,High Value,Other Customer,18-25,1
123,40,Male,Backpack,Accessories,40,Washington,L,Brown,Spring,4.8,Yes,2-Day Shipping,Yes,44,Cash,Fortnightly,1,14,0.07142857142857142,1,0.8775510204081631,0.4902234636871508,0.9199999999999999,0.7993313761258692,Champion,0.25,0.4,Medium Value,Other Customer,36-45,1
124,57,Male,Sweater,Clothing,89,Louisiana,L,Brown,Fall,3.1,Yes,Free Shipping,Yes,46,Cash,Weekly,1,7,0.14285714285714285,1,0.9183673469387754,1.0,0.2400000000000002,0.8451836734693877,Champion,0.8625,0.8900000000000001,High Value,Ideal Customer,56-65,1
125,44,Male,Sweater,Clothing,86,Nevada,M,Gray,Spring,3.1,Yes,Next Day Air,Yes,50,PayPal,Annually,1,365,0.0027397260273972603,1,1.0,0.0,0.2400000000000002,0.636,Champion,0.825,0.8600000000000001,High Value,Ideal Customer,36-45,1
126,49,Male,Shorts,Clothing,54,California,M,Indigo,Winter,3.6,Yes,Next Day Air,Yes,45,Venmo,Quarterly,1,90,0.011111111111111112,1,0.8979591836734693,0.05974549968963377,0.44000000000000017,0.6299159667591431,Champion,0.42500000000000004,0.54,Medium Value,Other Customer,46-55,1
127,43,Male,Shorts,Clothing,36,Mississippi,L,Pink,Spring,3.9,Yes,Store Pickup,Yes,48,Cash,Quarterly,1,90,0.011111111111111112,1,0.9591836734693877,0.05974549968963377,0.56,0.6785282116571023,Champion,0.2,0.36000000000000004,Low Value,Other Customer,36-45,1
128,24,Male,Sweater,Clothing,89,Mississippi,M,Gray,Winter,4.8,Yes,Next Day Air,Yes,26,Credit Card,Weekly,1,7,0.14285714285714285,1,0.510204081632653,1.0,0.9199999999999999,0.7431020408163265,Champion,0.8625,0.8900000000000001,High Value,Ideal Customer,18-25,1
129,20,Male,Scarf,Accessories,32,California,M,Gold,Spring,4.7,Yes,Standard,Yes,21,Credit Card,Fortnightly,1,14,0.07142857142857142,1,0.4081632653061224,0.4902234636871508,0.8800000000000001,0.5586374985748489,Loyal,0.15000000000000002,0.32000000000000006,Low Value,Other Customer,18-25,1
130,24,Male,Dress,Clothing,67,Pennsylvania,XL,Olive,Summer,4.2,Yes,2-Day Shipping,Yes,49,PayPal,Fortnightly,1,14,0.07142857142857142,1,0.9795918367346937,0.4902234636871508,0.6800000000000002,0.8143517842891346,Champion,0.5875,0.67,Medium Value,Other Customer,18-25,1
131,44,Male,Scarf,Accessories,39,Kentucky,L,Violet,Fall,3.7,Yes,Next Day Air,Yes,13,PayPal,Fortnightly,1,14,0.07142857142857142,1,0.24489795918367344,0.4902234636871508,0.4800000000000002,0.4170048455136245,Regular,0.23750000000000004,0.39000000000000007,Medium Value,Other Customer,36-45,1
132,28,Male,Skirt,Clothing,29,Maine,L,Indigo,Summer,3.9,Yes,Standard,Yes,46,Credit Card,Weekly,1,7,0.14285714285714285,1,0.9183673469387754,1.0,0.56,0.8931836734693877,Champion,0.11250000000000004,0.29000000000000004,Low Value,Other Customer,26-35,1
133,30,Male,Backpack,Accessories,58,New Mexico,M,Orange,Fall,4.7,Yes,2-Day Shipping,Yes,42,PayPal,Weekly,1,7,0.14285714285714285,1,0.836734693877551,1.0,0.8800000000000001,0.9003673469387754,Champion,0.4750000000000001,0.5800000000000001,Medium Value,Other Customer,26-35,1
134,52,Male,Sweater,Clothing,65,Montana,M,Violet,Winter,2.5,Yes,Next Day Air,Yes,25,Venmo,Annually,1,365,0.0027397260273972603,1,0.4897959183673469,0.0,0.0,0.3448979591836735,Regular,0.5625,0.65,Medium Value,Other Customer,46-55,1
135,43,Male,Hat,Accessories,94,Texas,L,Gray,Fall,4.9,Yes,Store Pickup,Yes,25,Cash,Monthly,1,30,0.03333333333333333,1,0.4897959183673469,0.21834264432029793,0.9600000000000002,0.543483620263748,Loyal,0.925,0.9400000000000002,High Value,Other Customer,36-45,1
136,43,Male,Sandals,Footwear,81,Kansas,M,Purple,Fall,4.1,Yes,Express,Yes,12,PayPal,Quarterly,1,90,0.011111111111111112,1,0.22448979591836735,0.05974549968963377,0.6399999999999999,0.32318127288159215,Regular,0.7625,0.81,High Value,Other Customer,36-45,1
137,39,Male,Blouse,Clothing,86,South Carolina,M,White,Winter,3.3,Yes,Free Shipping,Yes,4,Debit Card,Quarterly,1,90,0.011111111111111112,1,0.061224489795918366,0.05974549968963377,0.32000000000000006,0.19354861982036764,At Risk,0.825,0.8600000000000001,High Value,Other Customer,36-45,1
138,68,Male,Sneakers,Footwear,43,Colorado,M,Turquoise,Spring,4.7,Yes,Free Shipping,Yes,38,PayPal,Weekly,1,7,0.14285714285714285,1,0.7551020408163265,1.0,0.8800000000000001,0.8595510204081632,Champion,0.2875,0.43,Medium Value,Other Customer,65+,1
139,68,Male,Skirt,Clothing,29,Georgia,M,Maroon,Winter,4.4,Yes,Store Pickup,Yes,42,Bank Transfer,Weekly,1,7,0.14285714285714285,1,0.836734693877551,1.0,0.7600000000000002,0.8823673469387754,Champion,0.11250000000000004,0.29000000000000004,Low Value,Other Customer,65+,1
140,49,Male,Coat,Outerwear,95,Florida,M,White,Fall,3.8,Yes,Store Pickup,Yes,30,Venmo,Annually,1,365,0.0027397260273972603,1,0.5918367346938774,0.0,0.52,0.4739183673469387,Regular,0.9375,0.95,High Value,Other Customer,46-55,1
141,63,Male,Shirt,Clothing,28,North Carolina,L,Yellow,Fall,3.9,Yes,2-Day Shipping,Yes,50,Credit Card,Weekly,1,7,0.14285714285714285,1,1.0,1.0,0.56,0.9339999999999999,Champion,0.10000000000000003,0.28,Low Value,Other Customer,56-65,1
142,56,Male,Gloves,Accessories,46,Virginia,M,Turquoise,Fall,4.9,Yes,Free Shipping,Yes,45,PayPal,Weekly,1,7,0.14285714285714285,1,0.8979591836734693,1.0,0.9600000000000002,0.9429795918367346,Champion,0.32500000000000007,0.4600000000000001,Medium Value,Other Customer,56-65,1
143,37,Male,Jacket,Outerwear,58,Nebraska,L,Violet,Fall,3.1,Yes,Free Shipping,Yes,33,Credit Card,Fortnightly,1,14,0.07142857142857142,1,0.6530612244897959,0.4902234636871508,0.2400000000000002,0.5850864781666857,Loyal,0.4750000000000001,0.5800000000000001,Medium Value,Other Customer,36-45,1
144,30,Male,Coat,Outerwear,48,Missouri,M,Beige,Fall,2.7,Yes,Store Pickup,Yes,25,PayPal,Quarterly,1,90,0.011111111111111112,1,0.4897959183673469,0.05974549968963377,0.08000000000000007,0.3718343341060819,Regular,0.3500000000000001,0.4800000000000001,Medium Value,Other Customer,26-35,1
145,19,Male,Shoes,Footwear,43,New Jersey,M,Silver,Fall,3.2,Yes,Express,Yes,25,Cash,Monthly,1,30,0.03333333333333333,1,0.4897959183673469,0.21834264432029793,0.28000000000000025,0.441483620263748,Regular,0.2875,0.43,Medium Value,Other Customer,18-25,1
146,24,Male,Jewelry,Accessories,95,Missouri,M,Teal,Fall,4.5,Yes,Standard,Yes,44,Debit Card,Quarterly,1,90,0.011111111111111112,1,0.8775510204081631,0.05974549968963377,0.8,0.6737118851264899,Champion,0.9375,0.95,High Value,Ideal Customer,18-25,1
147,52,Male,Skirt,Clothing,30,Colorado,S,Black,Fall,4.0,Yes,Standard,Yes,21,Venmo,Fortnightly,1,14,0.07142857142857142,1,0.4081632653061224,0.4902234636871508,0.6000000000000001,0.516637498574849,Loyal,0.125,0.30000000000000004,Low Value,Other Customer,46-55,1
148,63,Male,Shoes,Footwear,64,Idaho,M,Purple,Summer,3.5,Yes,2-Day Shipping,Yes,31,Bank Transfer,Fortnightly,1,14,0.07142857142857142,1,0.6122448979591836,0.4902234636871508,0.40000000000000013,0.5886783149013795,Loyal,0.55,0.6400000000000001,Medium Value,Other Customer,56-65,1
149,37,Male,Gloves,Accessories,90,Wyoming,M,Gray,Fall,2.6,Yes,Store Pickup,Yes,47,Debit Card,Annually,1,365,0.0027397260273972603,1,0.9387755102040816,0.0,0.040000000000000036,0.5753877551020408,Loyal,0.875,0.9000000000000001,High Value,Other Customer,36-45,1
150,38,Male,Pants,Clothing,76,Delaware,M,White,Summer,3.2,Yes,Free Shipping,Yes,14,PayPal,Monthly,1,30,0.03333333333333333,1,0.26530612244897955,0.21834264432029793,0.28000000000000025,0.3292387223045643,Regular,0.7000000000000001,0.76,High Value,Other Customer,36-45,1
151,35,Male,Boots,Footwear,96,California,L,Cyan,Fall,4.9,Yes,Standard,Yes,17,Debit Card,Quarterly,1,90,0.011111111111111112,1,0.32653061224489793,0.05974549968963377,0.9600000000000002,0.42220168104485745,Regular,0.9500000000000002,0.9600000000000002,High Value,Other Customer,26-35,1
152,28,Male,Sunglasses,Accessories,47,North Dakota,L,Turquoise,Fall,4.5,Yes,Next Day Air,Yes,3,Venmo,Annually,1,365,0.0027397260273972603,1,0.04081632653061225,0.0,0.8,0.24040816326530612,At Risk,0.3375,0.47000000000000003,Medium Value,Other Customer,26-35,1
153,30,Male,Shirt,Clothing,85,South Carolina,S,Brown,Summer,4.3,Yes,Express,Yes,42,Venmo,Annually,1,365,0.0027397260273972603,1,0.836734693877551,0.0,0.72,0.6263673469387755,Champion,0.8125,0.8500000000000001,High Value,Ideal Customer,26-35,1
154,69,Male,Hoodie,Clothing,55,North Carolina,M,Maroon,Winter,3.2,Yes,Standard,Yes,22,Debit Card,Annually,1,365,0.0027397260273972603,1,0.4285714285714285,0.0,0.28000000000000025,0.3562857142857143,Regular,0.4375,0.55,Medium Value,Other Customer,65+,1
155,41,Male,Dress,Clothing,98,Oklahoma,M,Charcoal,Fall,3.6,Yes,Next Day Air,Yes,21,Venmo,Quarterly,1,90,0.011111111111111112,1,0.4081632653061224,0.05974549968963377,0.44000000000000017,0.38501800757546967,Regular,0.9750000000000001,0.9800000000000002,High Value,Other Customer,36-45,1
156,63,Male,Socks,Clothing,77,Maine,S,Olive,Spring,4.3,Yes,Free Shipping,Yes,21,Bank Transfer,Quarterly,1,90,0.011111111111111112,1,0.4081632653061224,0.05974549968963377,0.72,0.4270180075754696,Regular,0.7125,0.77,High Value,Other Customer,56-65,1
157,35,Male,Shorts,Clothing,26,Missouri,M,Lavender,Fall,4.0,Yes,Standard,Yes,40,Debit Card,Annually,1,365,0.0027397260273972603,1,0.7959183673469387,0.0,0.6000000000000001,0.5879591836734693,Loyal,0.07500000000000001,0.26,Low Value,Other Customer,26-35,1
158,36,Male,Hat,Accessories,68,Vermont,S,Yellow,Fall,3.0,Yes,Next Day Air,Yes,1,Bank Transfer,Fortnightly,1,14,0.07142857142857142,1,0.0,0.4902234636871508,0.20000000000000018,0.2525558659217877,At Risk,0.6000000000000001,0.6800000000000002,Medium Value,Other Customer,36-45,1
159,25,Male,Shirt,Clothing,73,Connecticut,XL,Teal,Fall,4.1,Yes,Standard,Yes,50,Bank Transfer,Monthly,1,30,0.03333333333333333,1,1.0,0.21834264432029793,0.6399999999999999,0.7505856610800744,Champion,0.6625000000000001,0.7300000000000002,High Value,Ideal Customer,18-25,1
160,58,Male,Gloves,Accessories,27,New Hampshire,M,Charcoal,Fall,3.8,Yes,Store Pickup,Yes,39,Bank Transfer,Quarterly,1,90,0.011111111111111112,1,0.7755102040816325,0.05974549968963377,0.52,0.5806914769632248,Loyal,0.08750000000000002,0.27,Low Value,Other Customer,56-65,1
161,27,Male,Gloves,Accessories,23,Texas,M,Orange,Summer,4.6,Yes,Free Shipping,Yes,34,Venmo,Monthly,1,30,0.03333333333333333,1,0.673469387755102,0.21834264432029793,0.8399999999999999,0.6173203549576255,Champion,0.03750000000000003,0.23000000000000004,Low Value,Other Customer,26-35,1
162,65,Male,Backpack,Accessories,49,North Dakota,M,Olive,Fall,3.0,Yes,Express,Yes,29,Venmo,Fortnightly,1,14,0.07142857142857142,1,0.5714285714285714,0.4902234636871508,0.20000000000000018,0.5382701516360734,Loyal,0.36250000000000004,0.49000000000000005,Medium Value,Other Customer,56-65,1
163,54,Male,Sunglasses,Accessories,74,California,M,Turquoise,Summer,3.0,Yes,Store Pickup,Yes,31,PayPal,Fortnightly,1,14,0.07142857142857142,1,0.6122448979591836,0.4902234636871508,0.20000000000000018,0.5586783149013795,Loyal,0.675,0.74,High Value,Other Customer,46-55,1
164,54,Male,Skirt,Clothing,67,Virginia,M,Purple,Summer,3.4,Yes,Standard,Yes,8,Debit Card,Weekly,1,7,0.14285714285714285,1,0.14285714285714285,1.0,0.3600000000000001,0.4754285714285714,Regular,0.5875,0.67,Medium Value,Other Customer,46-55,1
165,59,Male,Handbag,Accessories,65,Delaware,S,Purple,Spring,2.6,Yes,Free Shipping,Yes,5,Credit Card,Fortnightly,1,14,0.07142857142857142,1,0.08163265306122448,0.4902234636871508,0.040000000000000036,0.26937219245239996,Regular,0.5625,0.65,Medium Value,Other Customer,56-65,1
166,42,Male,Handbag,Accessories,60,Kentucky,S,Yellow,Winter,2.8,Yes,Store Pickup,Yes,7,Cash,Monthly,1,30,0.03333333333333333,1,0.12244897959183673,0.21834264432029793,0.11999999999999988,0.23381015087599283,At Risk,0.5,0.6000000000000001,Medium Value,Other Customer,36-45,1
167,46,Male,Sneakers,Footwear,31,Delaware,XL,Indigo,Fall,4.0,Yes,Store Pickup,Yes,30,Cash,Monthly,1,30,0.03333333333333333,1,0.5918367346938774,0.21834264432029793,0.6000000000000001,0.5405040284270133,Loyal,0.1375,0.31000000000000005,Low Value,Other Customer,46-55,1
168,33,Male,Gloves,Accessories,27,Arkansas,M,Green,Fall,4.0,Yes,Express,Yes,14,Credit Card,Quarterly,1,90,0.011111111111111112,1,0.26530612244897955,0.05974549968963377,0.6000000000000001,0.3375894361468982,Regular,0.08750000000000002,0.27,Low Value,Other Customer,26-35,1
169,34,Male,Shoes,Footwear,80,Louisiana,M,Magenta,Summer,3.0,Yes,Express,Yes,5,Cash,Fortnightly,1,14,0.07142857142857142,1,0.08163265306122448,0.4902234636871508,0.20000000000000018,0.2933721924524,Regular,0.75,0.8,High Value,Other Customer,26-35,1
170,27,Male,Jacket,Outerwear,30,Nevada,S,Gold,Summer,3.3,Yes,Standard,Yes,3,PayPal,Quarterly,1,90,0.011111111111111112,1,0.04081632653061225,0.05974549968963377,0.32000000000000006,0.18334453818771457,At Risk,0.125,0.30000000000000004,Low Value,Other Customer,26-35,1
171,52,Male,Shirt,Clothing,25,Wyoming,M,Maroon,Fall,2.6,Yes,Store Pickup,Yes,46,Venmo,Fortnightly,1,14,0.07142857142857142,1,0.9183673469387754,0.4902234636871508,0.040000000000000036,0.6877395393911754,Champion,0.0625,0.25,Low Value,Other Customer,46-55,1
172,29,Male,Shorts,Clothing,35,Virginia,M,Blue,Summer,3.6,Yes,Store Pickup,Yes,4,Credit Card,Weekly,1,7,0.14285714285714285,1,0.061224489795918366,1.0,0.44000000000000017,0.44661224489795914,Regular,0.1875,0.35000000000000003,Low Value,Other Customer,26-35,1
